,r,Hx,CHx,CHxA,PiEgoGalters,PiEgoGaltersAndEgo
4134,10,14.598719,5.80295,5.355301,0.5950079168292539,0.6305732826416229
4135,11,12.401827,5.792771,5.349135,0.5958234420371777,0.6310589110769869
4136,12,7.787485,5.718688,5.300203,0.6017492533518618,0.634908672097746
4137,13,7.991301,5.664628,5.263149,0.6060628188861451,0.637819107303704
4138,14,11.926613,5.653988,5.25559,0.6069107536940674,0.6384123255187132
4139,15,8.036797,5.604641,5.22024,0.6108388453129576,0.6411842473880098
4140,1,7.998735,7.998735,6.699988,0.4006443834969624,0.5138108704923825
4141,2,7.620758,7.093614,6.380686,0.4801895258898662,0.5406827833730717
4142,3,12.831702,6.955071,6.273807,0.4920868144151563,0.5495996519921185
4143,4,14.843241,6.954434,6.273357,0.4921413547552225,0.5496371138358764
4144,5,12.466304,6.93492,6.262707,0.4938114439666104,0.5505235121188546
4145,6,15.022054,6.933244,6.261807,0.4939548187931326,0.5505984015510649
4146,7,14.370893,6.931731,6.260616,0.49408424093190495,0.5506975010504118
4147,8,13.322667,6.931427,6.260321,0.49411024411810595,0.550722046369891
4148,9,15.15545,6.929723,6.259316,0.4942559926406493,0.5508056646711011
4149,10,7.899862,6.728343,6.15113,0.5114074400709526,0.5597872121040772
4150,11,7.504971,6.550161,6.05139,0.5264638767273262,0.5680330572963855
4151,12,14.499589,6.549402,6.050939,0.526527776454036,0.568070268199763
4152,13,14.086337,6.547229,6.049136,0.5267107089406493,0.5682190225955533
4153,14,9.939816,6.498288,6.022044,0.5308264617239076,0.5704529245938272
4154,15,15.071616,6.498288,6.022044,0.5308264617239076,0.5704529245938272
4155,1,9.409183,9.409183,7.005487,0.270314817642757,0.48847226336398075
4156,2,13.690452,9.374246,6.997119,0.2736999367269988,0.4891889116455105
4157,3,8.582048,9.26535,6.947553,0.28420010588373634,0.4934286248790627
4158,4,13.108309,9.095741,6.920741,0.30040701353879873,0.4957183448074589
4159,5,8.075828,7.658764,6.49779,0.4317149851729154,0.5315020907039315
4160,6,13.901893,7.653249,6.494824,0.4322010621683827,0.5317508369311258
4161,7,13.416437,7.633333,6.487495,0.4339553858373014,0.5323653611352461
4162,8,12.741972,7.594409,6.470388,0.43737946564278246,0.533799040559562
4163,9,9.312267,7.452293,6.391256,0.4498302793520615,0.5404178702022636
4164,10,12.178385,7.418161,6.383889,0.4528088395427558,0.5410329871208134
4165,11,14.089334,7.403042,6.37795,0.4541267739819567,0.5415287378103225
4166,12,12.977133,7.388668,6.371411,0.4553789498855094,0.5420744349259462
4167,13,10.12712,7.304328,6.330874,0.4627102072050454,0.5454541381028213
4168,14,14.218436,7.303254,6.330874,0.46280339006790844,0.5454541381028213
4169,15,9.619362,7.232087,6.294052,0.4689683062544962,0.548519317759383
4170,1,7.289738,7.289738,6.121971,0.4768219850251224,0.5727857024764802
4171,2,7.659043,7.234892,6.113594,0.48142910906300573,0.5734585452986866
4172,3,9.911767,7.172343,6.099274,0.4866707640451205,0.574608235060643
4173,4,10.286152,7.039165,6.059481,0.4977871901477093,0.5777997557855832
4174,5,7.354752,6.723424,5.977776,0.5239079053054359,0.5843376507778496
4175,6,10.48126,6.656891,5.951235,0.5293708257913872,0.5864570603535427
4176,7,10.879604,6.617,5.933135,0.5326394294893025,0.5879011987602764
4177,8,9.489241,6.617,5.933135,0.5326394294893025,0.5879011987602764
4178,9,7.312746,6.442667,5.870848,0.5468648406013565,0.5928633118186433
4179,10,12.490817,6.437168,5.867794,0.5473119979624005,0.5931063089019485
4180,11,10.559531,6.433955,5.867063,0.547573222857401,0.593164468085604
4181,12,10.573762,6.415871,5.856914,0.5490428947503522,0.5939717677665189
4182,13,11.099297,6.399747,5.848156,0.5503524173535522,0.5946681715574661
4183,14,11.959808,6.393297,5.844565,0.5508760316686799,0.5949536479097176
4184,15,9.326725,6.384724,5.839669,0.5515717914061261,0.5953428063242571
4185,1,8.137982,8.137982,7.004091,0.440654156736462,0.5299754687901947
4186,2,7.507642,7.102913,6.615359,0.5223329686262015,0.5597878206045666
4187,3,8.355527,6.926806,6.513546,0.5359342345689004,0.567530907374468
4188,4,7.572184,6.861308,6.474893,0.5409718218486546,0.5704635550659573
4189,5,6.98722,6.849966,6.472913,0.5418430090505673,0.5706136766382298
4190,6,7.992667,6.698372,6.383651,0.5534546608180346,0.5773709975454793
4191,7,8.359625,6.685163,6.376159,0.5544635884882462,0.577937230852628
4192,8,8.147825,6.656268,6.357063,0.556669060179774,0.579379827991622
4193,9,7.377697,6.583384,6.305483,0.5622224668456183,0.5832717665344576
4194,10,7.835481,6.44755,6.201881,0.5725357839254531,0.5910685680705071
4195,11,7.953073,6.386625,6.157558,0.5771461876747849,0.5943958910195405
4196,12,7.893363,6.333077,6.116756,0.5811905202371309,0.5974545059986999
4197,13,7.191336,6.317511,6.105491,0.5823648064442033,0.5982982173719814
4198,14,10.74896,6.302252,6.094321,0.583515334367603,0.5991344977350401
4199,15,7.729422,6.260779,6.060018,0.5866394066698188,0.601700745093629
4200,1,9.779092,9.779092,6.434547,0.25739794306369596,0.5488288958573526
4201,2,11.348921,9.403204,6.365181,0.292654554859293,0.5544411500213404
4202,3,9.525829,8.923297,6.304334,0.33653652557790836,0.5593519425440825
4203,4,14.449855,8.833841,6.294003,0.34459028398544217,0.5601846000232399
4204,5,9.891505,8.520169,6.22464,0.3725433333243697,0.5657666596614629
4205,6,8.531667,7.4391,6.0026,0.46582918817181346,0.5835372692264743
4206,7,8.135774,6.784721,5.786933,0.5202676026535626,0.6006559305541581
4207,8,12.192744,6.723714,5.752247,0.5252713814223207,0.6033962064461768
4208,9,13.977498,6.703861,5.741538,0.5268971627361184,0.6042415213408043
4209,10,12.636545,6.628998,5.694942,0.533016530694111,0.6079156195034909
4210,11,9.092991,6.549254,5.651001,0.5395154487483554,0.611374483582809
4211,12,8.138904,6.513396,5.636476,0.5424312841534366,0.612516580010407
4212,13,14.090643,6.50464,5.631276,0.5431426789061289,0.6129253030196169
4213,14,10.76229,6.478924,5.614685,0.5452306343571752,0.6142288316648427
4214,15,9.034731,6.423655,5.583566,0.549711128628257,0.6166716126222158
4215,1,8.530893,8.530893,6.702358,0.3665307304488056,0.5234979133522893
4216,2,7.29485,6.734167,6.501727,0.5208687585694197,0.5400053714651654
4217,3,9.347184,6.701623,6.495214,0.5235586253315241,0.5405390764054239
4218,4,8.658848,6.632106,6.475117,0.5292928816161786,0.5421850622819845
4219,5,7.258918,6.3464,6.381628,0.5526968004281644,0.549825106713314
4220,6,7.741479,6.169456,6.277777,0.5670618122206861,0.5582795357084777
4221,7,9.059675,6.130521,6.190053,0.5702095845861829,0.5653947022055614
4222,8,9.781025,6.100733,6.164737,0.5726146731091445,0.5674435795443791
4223,9,8.962849,6.065949,6.072656,0.5754196613033036,0.5748790988283382
4224,10,6.422744,6.065949,6.072656,0.5754196613033036,0.5748790988283382
4225,11,8.41738,6.003248,6.015982,0.5804664422366891,0.5794424679750847
4226,12,9.990749,5.979036,5.99472,0.5824120160897124,0.5811519219419283
4227,13,5.878349,5.970956,5.990606,0.5830608895860093,0.5814825248004479
4228,14,6.924542,5.885976,5.940109,0.5898731750373014,0.5855362490312069
4229,15,7.927254,5.855147,5.915346,0.5923390694669335,0.5875212779822386
4230,1,8.571572,8.571572,6.654788,0.3793444320364601,0.5386967902911362
4231,2,7.589679,6.876251,6.230437,0.5208940545152646,0.5724030368492544
4232,3,14.315451,6.874686,6.229702,0.5210203795668997,0.5724609627932054
4233,4,14.595765,6.872416,6.228454,0.5212035981984627,0.5725593151114868
4234,5,8.00791,6.702779,6.13299,0.5348514391960659,0.5800693445214711
4235,6,8.241021,6.643329,6.105762,0.5396139442719158,0.58220653830762
4236,7,12.24823,6.626875,6.095125,0.540930204199622,0.5830408860807731
4237,8,8.189801,6.545761,6.047976,0.547407291108802,0.5867352750049227
4238,9,7.693114,6.434063,5.974154,0.5562948021220467,0.5925069013939517
4239,10,7.453609,6.428521,5.971687,0.5567348110599768,0.5926995109286334
4240,11,15.023942,6.428249,5.971583,0.5567564042776233,0.5927076302856046
4241,12,7.684715,6.326451,5.915967,0.5648226665956722,0.5970452102557282
4242,13,11.008572,6.309577,5.903915,0.5661568142616791,0.5979840075368688
4243,14,8.016468,6.244588,5.860622,0.5712874811055767,0.6013529456401758
4244,15,10.45118,6.231084,5.851689,0.5723520449664022,0.6020474260065397
4245,1,7.487164,7.487164,6.513775,0.4739666445770962,0.5523887987473746
4246,2,7.208799,6.801493,6.233286,0.5295046640425088,0.574467553357108
4247,3,8.254688,6.721172,6.191322,0.5359175236003847,0.5777514807281579
4248,4,10.699883,6.686666,6.174647,0.5386666652657012,0.579055013442561
4249,5,6.489559,6.670102,6.166943,0.5399851024311593,0.5796569919549004
4250,6,4.065176,6.669799,6.166675,0.5400092127032312,0.5796779300389985
4251,7,7.237323,6.415975,6.022636,0.5601127299867001,0.5909020230091439
4252,8,7.129726,6.21677,5.904633,0.5757606215587472,0.6000539444769446
4253,9,7.306036,6.153409,5.86274,0.5807141117856672,0.6032936829490921
4254,10,7.412742,6.065976,5.803218,0.5875309315084127,0.607888342661994
4255,11,7.660401,6.0169,5.765454,0.5913477885366015,0.6107983459996934
4256,12,6.946618,6.015604,5.764251,0.5914484926690228,0.6108909813151625
4257,13,11.738801,5.999856,5.751526,0.5926717963913669,0.6118706064351265
4258,14,8.835912,5.977849,5.735206,0.5943801362568893,0.6131263336536891
4259,15,7.52916,5.91826,5.689557,0.5989990651742451,0.6166348394096226
4260,1,6.471091,6.471091,5.772716,0.5319598301154355,0.5899186957496138
4261,2,12.684223,6.407135,5.75936,0.5373361217477678,0.5910113426135324
4262,3,7.095042,6.093478,5.661321,0.563501072236512,0.5990140561282643
4263,4,8.383498,6.039425,5.634595,0.567976681113024,0.6011902206100163
4264,5,6.97689,5.825595,5.493845,0.5855869670943362,0.6126126346812018
4265,6,13.022424,5.819493,5.49073,0.586087296516248,0.6128647057144532
4266,7,7.240673,5.791006,5.471254,0.5884214552800402,0.614440027811121
4267,8,13.861525,5.788396,5.469754,0.5886351798009197,0.6145613051083727
4268,9,7.958359,5.737202,5.437166,0.5928227915892199,0.6171943078121732
4269,10,6.835513,5.657653,5.386863,0.5993128602863634,0.6212519238232919
4270,11,8.394674,5.656142,5.385575,0.5994359372982007,0.6213557117494596
4271,12,8.265268,5.648902,5.380093,0.6000255614991614,0.6217973955508799
4272,13,8.720786,5.648346,5.379658,0.6000708349967634,0.6218324392981771
4273,14,6.56666,5.496167,5.299598,0.6124247142023425,0.6282717742276115
4274,15,7.397883,5.458613,5.273879,0.6154618454008633,0.6303360345349343
4275,1,12.912076,12.912076,8.651454,0.06553594334681562,0.42980847968644503
4276,2,13.610827,12.767398,8.62667,0.08033872563491055,0.43170880933368444
4277,3,13.86142,12.761358,8.625255,0.08094679379616626,0.43181725626908235
4278,4,14.459913,12.761358,8.625255,0.08094679379616626,0.43181725626908235
4279,5,11.720992,11.691651,8.519997,0.18111840621116773,0.43986954287295954
4280,6,11.377617,10.429809,8.308996,0.2887017913987153,0.4559246319174137
4281,7,13.753772,10.423385,8.307186,0.2892307293493556,0.4560618623223762
4282,8,10.320605,10.072298,8.248747,0.3179009637921343,0.4604881336969512
4283,9,13.851027,10.066055,8.24749,0.3184066997154002,0.4605832464420881
4284,10,9.520379,10.018784,8.228684,0.3222315995840116,0.46200575574909303
4285,11,9.639137,9.927112,8.191894,0.32962704078844074,0.46478603250667555
4286,12,11.36162,9.652001,8.085103,0.3516515990779778,0.4728372904355082
4287,13,13.986918,9.650975,8.08436,0.35173327562911505,0.47289320821352027
4288,14,13.598546,9.649815,8.083573,0.3518256154413686,0.47295243592242164
4289,15,11.849557,9.23239,7.846679,0.38478335863141083,0.4907116605301374
4290,1,7.19245,7.19245,6.124319,0.5000170837080966,0.5845839548491377
4291,2,7.648329,6.864231,6.030927,0.5263558227347236,0.5918238026414114
4292,3,6.907788,6.568664,5.914527,0.549803213957477,0.6008134651653229
4293,4,8.883013,6.516439,5.897136,0.5539200583123015,0.602153377349908
4294,5,10.056604,6.516017,5.897049,0.5539532924270955,0.6021600782853069
4295,6,12.809541,6.509152,5.894125,0.5544938661253885,0.602385279219778
4296,7,7.595792,6.437261,5.864221,0.5601467540655205,0.6046870785907674
4297,8,10.469277,6.423958,5.857136,0.5611911780742664,0.6052320718123003
4298,9,15.046259,6.422801,5.856362,0.5612819909151631,0.6052916011770271
4299,10,9.001496,6.416581,5.853681,0.5617701332513158,0.6054977877134755
4300,11,8.376162,6.313101,5.805351,0.5698751524878475,0.6092112985973331
4301,12,8.564537,6.287896,5.793244,0.5718447528846136,0.6101405552403601
4302,13,8.230027,6.243001,5.767586,0.5753485770696,0.612108573228781
4303,14,8.170425,6.233259,5.762345,0.5761081443680982,0.6125103462535749
4304,15,7.853654,6.187555,5.734614,0.579668064616346,0.6146349426815766
4305,1,9.047132,9.047132,6.828829,0.3331473900368063,0.5217286337594259
4306,2,7.74353,7.370574,6.544171,0.47727689385793715,0.5447179718122114
4307,3,8.610872,7.106299,6.4468,0.49907837021738116,0.5525253817395164
4308,4,10.51357,6.911497,6.379756,0.5150055675150946,0.5578846073253899
4309,5,11.566991,6.867999,6.359391,0.5185457380588239,0.5595098506397179
4310,6,12.274587,6.860041,6.355137,0.5191927785663771,0.5598491884510721
4311,7,8.781314,6.716929,6.263711,0.5307953610008393,0.5671291918840289
4312,8,14.365534,6.714702,6.262493,0.5309754138122823,0.5672260110122022
4313,9,9.46606,6.690628,6.253989,0.5329208267477233,0.5679018741276125
4314,10,12.086823,6.560208,6.157857,0.5434293557891547,0.5755272438789201
4315,11,7.997972,6.522861,6.135749,0.5464290878346146,0.5772770539297912
4316,12,7.70278,6.437986,6.084666,0.5532307033907465,0.5813147153448512
4317,13,7.5172,6.434363,6.082444,0.5535205589160013,0.5814901718594758
4318,14,11.148707,6.430236,6.080063,0.5538506888050055,0.5816781675506641
4319,15,12.770037,6.420973,6.072699,0.5545914759545796,0.5822594993433244
4320,1,9.115877,9.115877,6.792359,0.21833082873559634,0.4578483364190698
4321,2,10.864139,8.590865,6.848548,0.2761249830681745,0.45246315378440477
4322,3,14.380875,8.38406,6.713219,0.2981691917986595,0.4654059171510135
4323,4,7.986914,7.980675,6.548027,0.3401894901616159,0.48108039045316076
4324,5,9.341697,7.838442,6.487006,0.35472652933548204,0.4868366095071131
4325,6,8.068394,7.371904,6.322798,0.4014969579957856,0.5022379068780324
4326,7,11.956125,7.365033,6.318696,0.4021759404017396,0.5026210025913035
4327,8,12.106812,7.322589,6.296116,0.4063641578491521,0.5047283891034327
4328,9,14.117929,7.319921,6.294565,0.40662708057841007,0.5048730558569107
4329,10,13.378959,7.311446,6.292609,0.4074619942765375,0.5050554822010795
4330,11,10.450948,7.121377,6.22035,0.42608047176525904,0.5117822082801317
4331,12,8.643469,7.007153,6.169092,0.4371740376853093,0.516539230664511
4332,13,11.276713,6.832315,6.034551,0.45402059502430764,0.5289680857656813
4333,14,8.649933,6.779699,6.005413,0.4590594512019127,0.5316490183357291
4334,15,9.151213,6.667946,5.961085,0.46971516020341814,0.5357202260898317
4335,1,8.284375,8.284375,6.796862,0.4105554790519268,0.5321722928456462
4336,2,7.501612,7.206356,6.560372,0.49938265499174456,0.550885434300853
4337,3,7.282452,6.886027,6.434969,0.5250747344223142,0.5607434950558693
4338,4,7.309127,6.588756,6.267419,0.5486479286199499,0.5738454759194234
4339,5,7.312369,6.400002,6.158683,0.5634843463486106,0.5823063061169601
4340,6,9.061019,6.350494,6.124879,0.5673590848205138,0.5849299183966338
4341,7,7.222263,6.228141,6.036741,0.5769055290474084,0.5917556391242776
4342,8,7.27573,6.141335,5.971101,0.5836531236001028,0.596825095974411
4343,9,12.79475,6.137753,5.967985,0.5839311092399184,0.5970654533287629
4344,10,8.889585,6.11328,5.951976,0.5858294150820791,0.5982999104718411
4345,11,7.398729,6.064597,5.913351,0.5896006935846502,0.6012753913029394
4346,12,11.021095,6.060071,5.910763,0.5899509716927731,0.6014746116652357
4347,13,8.015524,6.032443,5.890791,0.5920879424009822,0.6030114080340692
4348,14,7.930964,6.008033,5.871452,0.5939742541182943,0.6044984540160494
4349,15,7.141782,5.960174,5.833805,0.5976678491529733,0.6073903295170788
4350,1,11.251165,11.251165,5.400577,0.11980190002436832,0.6344241207851826
4351,2,11.661575,10.462998,5.366245,0.2004270399679329,0.6370680372386088
4352,3,14.179571,10.443819,5.363017,0.20230842792877846,0.6373164539117652
4353,4,10.195398,10.443819,5.363017,0.20230842792877846,0.6373164539117652
4354,5,7.76333,7.613087,5.270868,0.4566877580230294,0.64439545776381
4355,6,14.483845,7.609977,5.269608,0.45694840259380265,0.6444920853817191
4356,7,8.203795,7.609977,5.269608,0.45694840259380265,0.6444920853817191
4357,8,15.322952,7.609712,5.269564,0.4569706103274874,0.6444954595980221
4358,9,14.519355,7.608593,5.269056,0.4570643829761692,0.6445344160608305
4359,10,9.713604,7.564652,5.262141,0.46074327687567285,0.6450646265302487
4360,11,10.933674,7.494218,5.24723,0.4666265854673809,0.6462074715710164
4361,12,11.641871,7.478525,5.242963,0.4679351327921012,0.6465343971792356
4362,13,7.766804,7.011518,5.174567,0.5065053424403742,0.651767655407373
4363,14,12.874887,6.98672,5.164677,0.5085337804067298,0.6525232815365091
4364,15,13.774263,6.985914,5.164215,0.5085996773761559,0.6525585729613942
4365,1,12.005866,12.005866,10.977401,0.1615944769497893,0.25024732806356015
4366,2,12.539121,11.97135,10.968903,0.16467630823985435,0.2509567690532388
4367,3,12.044657,11.599269,10.850349,0.19737441617725243,0.2608208977164771
4368,4,8.031068,11.599269,10.850349,0.19737441617725243,0.2608208977164771
4369,5,12.670708,11.411692,10.753632,0.21353492409327174,0.26882352060078435
4370,6,11.617984,11.235931,10.726445,0.2285046273105575,0.2710660369314055
4371,7,12.046008,11.138663,10.691041,0.2367221260948078,0.27398180467127303
4372,8,12.762569,11.090959,10.664755,0.24073567947789928,0.2761433614797522
4373,9,11.475514,11.078243,10.655422,0.2418037269360699,0.2769101679681806
4374,10,13.461585,11.026638,10.613832,0.2461304645728828,0.28032302054643377
4375,11,12.521579,10.958173,10.562261,0.2518520845373249,0.2845454544074611
4376,12,13.031905,10.929265,10.539515,0.2542616391808897,0.2864045232990637
4377,13,11.545222,10.917552,10.529279,0.2552368991693787,0.2872404784507275
4378,14,13.394454,10.853406,10.478534,0.26056730927644545,0.291378818652093
4379,15,12.720124,10.845848,10.471491,0.26119419819099465,0.29195241525899923
4380,1,8.28131,8.28131,6.535429,0.3945577644924316,0.5413532811803664
4381,2,7.44785,6.739822,6.159585,0.5246962750209556,0.5716452919283683
4382,3,14.258974,6.72465,6.15139,0.5259372327817872,0.5723009934713867
4383,4,12.510975,6.709797,6.144518,0.5271513932914278,0.5728506823875691
4384,5,12.928768,6.693238,6.134,0.5285041895088869,0.5736917377514269
4385,6,7.56478,6.501891,6.033172,0.5440739950196493,0.5817374023116214
