,r,Hx,CHx,CHxA,PiEgoGalters,PiEgoGaltersAndEgo
10545,1,9.994027,9.994027,6.005589,0.2952858443826358,0.610410336171036
10546,2,14.766944,9.975518,6.002027,0.2968691698986615,0.6106724789534623
10547,3,14.321329,9.93823,5.995396,0.3000544321080403,0.6111604008211696
10548,4,12.559034,9.821066,5.978245,0.31002464074624125,0.6124219116934772
10549,5,14.954402,9.811923,5.975902,0.3108002700219631,0.6125941916367342
10550,6,15.37756,9.808989,5.975006,0.3110490975683342,0.6126600706864763
10551,7,8.862576,8.559895,5.922251,0.41409197050371627,0.6165355023996685
10552,8,10.406999,8.358795,5.877248,0.43019751352760044,0.6198361569629145
10553,9,14.00586,8.358144,5.877046,0.43024945189926916,0.6198509612388777
10554,10,11.293552,8.288549,5.855193,0.43579463195280405,0.6214519540198611
10555,11,8.492815,7.514522,5.728919,0.4965331533798947,0.6306805183714541
10556,12,8.19845,7.232784,5.652292,0.518235326042708,0.6362620139158303
10557,13,14.640268,7.229495,5.650681,0.5184874455105635,0.6363792075345854
10558,14,7.276342,7.214095,5.646561,0.5196675636313904,0.6366788922426707
10559,15,7.781098,6.931379,5.54488,0.5412237027300563,0.6440621636222144
10560,1,8.318763,8.318763,6.49083,0.406428847333232,0.5555001933862439
10561,2,14.379582,8.306979,6.489104,0.407425007353676,0.555636153850882
10562,3,6.645414,7.902538,6.438534,0.44131799976895447,0.5596158819633212
10563,4,7.39206,7.655537,6.383163,0.4617444028630569,0.563965091575862
10564,5,13.641661,7.603316,6.372048,0.46603743745637416,0.5648370898000185
10565,6,8.919281,7.446494,6.32905,0.47887722601600335,0.5682070924773908
10566,7,7.415347,6.7897,6.111329,0.5318283218394457,0.5851912744510649
10567,8,10.958918,6.787635,6.110864,0.5319927684838941,0.5852274065749599
10568,9,10.030815,6.744469,6.092213,0.535427447632366,0.5866761574955811
10569,10,10.636478,6.65774,6.053815,0.542311996127033,0.5896557431320312
10570,11,10.280253,6.593751,6.023618,0.5473774812612947,0.5919960725596701
10571,12,9.88967,6.57882,6.016513,0.5485577480462428,0.5925463566239072
10572,13,7.69269,6.455379,5.964089,0.5582910335863628,0.5966022817362562
10573,14,7.129229,6.436636,5.953672,0.5597651078091821,0.5974073145597099
10574,15,6.998345,6.281028,5.861271,0.5719646830906894,0.6045349982642292
10575,1,9.097993,9.097993,7.006864,0.32743395299837075,0.5064455652266473
10576,2,7.554483,7.669989,6.618197,0.4514101782720591,0.5380461330714158
10577,3,7.372219,7.530544,6.54151,0.4631050599740525,0.5442261864292962
10578,4,7.698138,7.212247,6.37288,0.48955457358843407,0.5577532077855696
10579,5,12.037742,7.180181,6.355882,0.4922006729231858,0.5591120027423656
10580,6,7.650104,7.14797,6.338367,0.49485538626002296,0.5605112231798628
10581,7,13.359695,7.130371,6.332382,0.49630441749569093,0.5609891369189778
10582,8,7.566424,7.070498,6.300328,0.5012266699850094,0.5635468937281012
10583,9,7.654181,6.885838,6.19558,0.5163360485388424,0.5718840076336863
10584,10,11.235461,6.862036,6.182507,0.5182757796996325,0.5729222358158726
10585,11,7.274556,6.83516,6.16472,0.520463898093368,0.5743340293450444
10586,12,7.477291,6.772859,6.123341,0.5255275125146174,0.5776147652681993
10587,13,7.526736,6.771395,6.122502,0.5256463567098012,0.5776812333034852
10588,14,7.211589,6.769963,6.121524,0.5257625968001716,0.5777587107131397
10589,15,7.545881,6.698152,6.071474,0.5315836092407591,0.5817199338282625
10590,1,8.202489,8.202489,6.451151,0.39890612673899667,0.5464168767576052
10591,2,9.562234,7.796888,6.351242,0.434038576390589,0.5545237702615367
10592,3,8.493727,7.662463,6.322663,0.44554506077080047,0.5568370427733906
10593,4,12.138,7.624868,6.310862,0.4487513041423764,0.557791514328091
10594,5,6.942943,6.585245,6.159472,0.5354869929610638,0.5699979542541238
10595,6,8.223063,6.443221,6.109539,0.5470614762541326,0.574008596016357
10596,7,7.43446,6.305263,6.052809,0.5582442139497013,0.5785559537477603
10597,8,13.901527,6.296021,6.045773,0.558991251465296,0.5791192626151744
10598,9,6.435816,6.284718,6.041031,0.55990452244666,0.5794988268627976
10599,10,8.505564,6.178831,5.9662,0.5684409802348629,0.585479505707555
10600,11,8.575582,6.110876,5.916393,0.5739013067044907,0.5894508201434444
10601,12,10.103529,6.110482,5.916034,0.5739329243156397,0.5894794175114284
10602,13,6.876939,6.094843,5.908066,0.5751875366872458,0.5901140357404631
10603,14,12.216032,6.089373,5.902163,0.5756261823276451,0.5905840619436864
10604,15,9.432079,6.063551,5.884436,0.5776956489212963,0.591994943269777
10605,1,7.064403,7.064403,5.90236,0.48989531887060356,0.5858620144443545
10606,2,7.598926,6.771033,5.805747,0.5145442494749316,0.5936453779355239
10607,3,9.279214,6.67475,5.765571,0.5225703307812172,0.5968734945995541
10608,4,12.74264,6.653111,5.762032,0.5243698820681585,0.5971576108696822
10609,5,7.286939,6.486317,5.680069,0.5381889117932258,0.6037268675306571
10610,6,6.757188,5.958917,5.440544,0.581292121428615,0.6228058580925726
10611,7,12.726243,5.956079,5.438877,0.5815216750719151,0.6229380232691626
10612,8,7.457437,5.89213,5.397543,0.5866875451895257,0.6262123982147252
10613,9,14.072151,5.890274,5.396416,0.5868372838490605,0.6263016031373813
10614,10,9.404287,5.883524,5.392198,0.587381770671032,0.6266354341342419
10615,11,13.650268,5.882202,5.391324,0.5874883927580733,0.6267045995219007
10616,12,7.144437,5.859644,5.377027,0.5893069022380363,0.6278356840894094
10617,13,7.420347,5.786515,5.328364,0.5951912828043735,0.6316809022814126
10618,14,6.611376,5.774705,5.320372,0.5961400236577067,0.6323117175268194
10619,15,8.355026,5.75462,5.309107,0.597752531531148,0.6332005425890183
10620,1,8.552172,8.552172,6.517255,0.39900381485542297,0.5617818818835859
10621,2,9.228807,8.372947,6.462378,0.4138539188463399,0.5660076911097203
10622,3,7.18377,6.927616,6.177568,0.5299236399029887,0.5878107422788693
10623,4,7.408182,6.828408,6.129937,0.5376677736910305,0.5914361116070621
10624,5,14.150152,6.822195,6.126676,0.5381518561728432,0.5916841001558605
10625,6,11.102355,6.784944,6.110938,0.5410520273653462,0.5928805318887168
10626,7,12.194039,6.755899,6.097818,0.5433106864960768,0.5938774416961836
10627,8,7.037984,6.676857,6.070675,0.5494456715416965,0.5959384422063297
10628,9,7.433411,6.48305,5.963824,0.5644167884933624,0.6040330369771473
10629,10,7.591332,6.393685,5.913588,0.5712860563627954,0.6078284128903092
10630,11,8.546462,6.352896,5.889658,0.5744143309708055,0.6096340355537017
10631,12,10.953649,6.338876,5.881018,0.5754885606729202,0.6102855951242399
10632,13,7.147125,6.272761,5.838855,0.5805473484817598,0.6134624068508775
10633,14,7.443893,6.2564,5.829764,0.5817974239713011,0.6141467717890422
10634,15,6.866751,6.12779,5.74664,0.5915993871835267,0.620394353651361
10635,1,6.633043,6.633043,5.744853,0.5291179913648479,0.6010573577230647
10636,2,7.544731,6.31309,5.681067,0.5553174179770985,0.6061299845819499
10637,3,6.566684,5.897252,5.52124,0.5888876147610972,0.6187862966434737
10638,4,9.318041,5.779588,5.482727,0.5982898379095951,0.621824536732241
10639,5,6.434768,5.555117,5.349214,0.6161100947529371,0.6323227222504646
10640,6,8.954493,5.495253,5.322854,0.6208368664349968,0.6343891061409799
10641,7,7.71335,5.432215,5.28654,0.6258026056524624,0.6372323885645754
10642,8,11.652238,5.422462,5.280735,0.6265698202613218,0.6376865379388575
10643,9,7.71255,5.404356,5.271974,0.6279933627104098,0.638371756814451
10644,10,6.831612,5.340903,5.229991,0.6329744534243583,0.6416521656213187
10645,11,6.781193,5.319275,5.214171,0.6346695068197493,0.6428869211195555
10646,12,6.821897,5.261776,5.175516,0.6391690780178828,0.6459008123243651
10647,13,7.237108,5.238118,5.156535,0.6410175604118591,0.6473791096931713
10648,14,6.922363,5.207117,5.131386,0.6434372469824255,0.6493361345402302
10649,15,6.705361,5.156212,5.09046,0.6474042566059621,0.6525168505938604
10650,1,6.300194,6.300194,5.668129,0.5493962420145317,0.6011363357582764
10651,2,7.056285,6.041144,5.572894,0.5707585338542935,0.6088208887575555
10652,3,9.476973,5.958222,5.534482,0.5775503016563233,0.6119122391221707
10653,4,10.463459,5.930002,5.518375,0.5798565984451647,0.6132071229361249
10654,5,10.790197,5.906803,5.505737,0.5817506259979652,0.614222551245429
10655,6,6.865667,5.675767,5.37018,0.6005187751111357,0.6250825331209936
10656,7,6.167524,5.655301,5.358063,0.6021731099078543,0.6260504581836736
10657,8,10.812476,5.631609,5.340923,0.6040865512570417,0.6274188414142765
10658,9,7.018877,5.536559,5.286675,0.6117452040131566,0.6317436938820258
10659,10,6.499012,5.412152,5.194976,0.6217261779790487,0.6390333263358985
10660,11,6.562584,5.371662,5.16707,0.6249641169852935,0.6412465021561938
10661,12,14.977699,5.371662,5.16707,0.6249641169852935,0.6412465021561938
10662,13,9.942154,5.357604,5.157512,0.6260871147666072,0.6420039710974437
10663,14,10.483231,5.35146,5.152766,0.6265777222231758,0.6423799843341449
10664,15,8.416333,5.310406,5.12559,0.6298529052681854,0.6445317140471257
10665,1,8.908952,8.908952,6.41913,0.3677692715183201,0.5685019811159415
10666,2,9.905471,8.675236,6.376906,0.3874599770769229,0.5717505500861283
10667,3,14.752156,8.674486,6.376827,0.38752284491987954,0.5717566235961359
10668,4,11.01853,8.589671,6.357276,0.3946194443200727,0.5732591884311279
10669,5,14.675169,8.580351,6.355053,0.3953977114741594,0.5734299692508633
10670,6,14.71465,8.55534,6.343869,0.3974847502895987,0.574288973802721
10671,7,8.25069,7.596646,6.272883,0.4759226132609105,0.5797333795962939
10672,8,11.078799,7.463522,6.216048,0.486587783457793,0.5840827770153547
10673,9,12.762925,7.434141,6.201866,0.48893456280995173,0.5851667419512122
10674,10,13.506874,7.433558,6.201715,0.48898110369331577,0.5851782803801584
10675,11,11.77052,7.418972,6.194363,0.4901451791526599,0.5857399988381816
10676,12,9.709453,7.278346,6.141549,0.5013363733572621,0.589770964374507
10677,13,7.337778,6.440194,5.97517,0.5668796011773801,0.6024215139649423
10678,14,14.072311,6.421545,5.961396,0.5683160347755715,0.6034655499328501
10679,15,15.586424,6.420929,5.960976,0.5683634660541799,0.6034973770979376
10680,1,6.934478,6.934478,6.429996,0.5147812885810805,0.5553520233013525
10681,2,7.109921,6.390429,6.229835,0.558501819363744,0.5712389675636782
10682,3,6.649492,6.06506,6.037628,0.5842296380753401,0.5863847216180824
10683,4,10.205234,6.030381,6.015717,0.5869536907027657,0.5881045133395145
10684,5,6.718796,5.876235,5.910702,0.5990201270882781,0.5963279851522011
10685,6,8.422507,5.822057,5.87421,0.603244994147962,0.5991781898024049
10686,7,7.565863,5.751557,5.810808,0.6087301482609914,0.6041211555853377
10687,8,6.668101,5.693867,5.76586,0.613208128330792,0.607618466686862
10688,9,7.787293,5.653705,5.732617,0.6163199867715937,0.6102013398919445
10689,10,6.664798,5.534737,5.617545,0.6255111611995122,0.6191178518777
10690,11,6.934309,5.455866,5.531189,0.6315825178242417,0.6257846570107812
10691,12,7.401777,5.410494,5.495275,0.635067238680883,0.6285510711630412
10692,13,12.663048,5.40787,5.492853,0.6352685934265679,0.6287375041479127
10693,14,7.155093,5.375098,5.460703,0.6377817479138864,0.6312106782583817
10694,15,7.381464,5.352927,5.439452,0.6394802414631616,0.6328438366738856
10695,1,7.782371,7.782371,6.541428,0.4729786312199987,0.5684848184273749
10696,2,7.26246,7.105754,6.316365,0.5255558311447822,0.5853804106860412
10697,3,9.604755,6.969633,6.275293,0.5359857164203811,0.5884500742613072
10698,4,7.060649,6.623557,6.123603,0.562287694139941,0.5997509435708485
10699,5,6.78968,6.567603,6.103333,0.566511604698545,0.6012567479166638
10700,6,12.483612,6.559477,6.09946,0.5671243714163463,0.6015443475320641
10701,7,7.450258,6.389919,6.004247,0.5798725999111809,0.608603023552529
10702,8,7.280782,6.195253,5.880621,0.5944201285937625,0.6177348998455973
10703,9,6.905009,5.958912,5.731369,0.6119561332779221,0.6287098619875641
10704,10,7.553559,5.900419,5.688938,0.6162750004781702,0.6318200186344334
10705,11,7.228196,5.826042,5.633702,0.6217545752775268,0.6358621972944271
10706,12,7.890008,5.79275,5.607664,0.6242029142136158,0.6377650849552078
10707,13,7.026988,5.70822,5.539658,0.6304072083731302,0.642727260332082
10708,14,7.581713,5.673646,5.513335,0.6329398335394162,0.6446449431803221
10709,15,7.216071,5.646539,5.492864,0.6349234466556122,0.6461351314047297
10710,1,8.412017,8.412017,7.001483,0.4193099779586133,0.5307973279245968
10711,2,12.680267,8.281607,6.959289,0.4298625801724309,0.5340470166399084
10712,3,8.807658,8.110257,6.90596,0.44364812347650634,0.5381475687676683
10713,4,8.933135,7.851516,6.794486,0.4642974443802569,0.5466948463411287
10714,5,9.191388,7.59092,6.713371,0.4848980650894367,0.5528939482152291
10715,6,10.992114,7.422495,6.657566,0.4981103424579246,0.5571488512734908
10716,7,12.215389,7.405555,6.645659,0.4994348597526595,0.5580556684738396
10717,8,8.432125,7.082985,6.493112,0.5245068398073949,0.5696410977809192
10718,9,8.961654,7.047973,6.479951,0.5272113026924503,0.5706378340667125
10719,10,8.750939,7.022091,6.463521,0.5292084300358789,0.5718815237548002
10720,11,8.681367,6.930092,6.407631,0.5362929496765653,0.5761070310448925
10721,12,8.415983,6.811807,6.336961,0.545368891823236,0.5814385834672287
10722,13,8.819433,6.736118,6.29754,0.5511572665209499,0.584407112690686
10723,14,7.782205,6.706746,6.281684,0.5533994993931642,0.585600011146212
10724,15,8.270443,6.632538,6.241629,0.5590545178788655,0.5886106477288462
10725,1,7.006283,7.006283,6.317757,0.5184157971802512,0.5724721369660482
10726,2,7.042965,6.632968,6.144249,0.5478904791416456,0.5858861913329144
10727,3,7.209889,6.471497,6.045573,0.5605172297264343,0.5934783078463013
10728,4,7.551393,6.353565,5.970272,0.569693514531839,0.5992542010134662
10729,5,11.249322,6.338646,5.961792,0.5708516251311386,0.5999036913492789
10730,6,8.068007,6.320181,5.951215,0.5722841511863036,0.6007135206359594
10731,7,7.21496,6.194728,5.862365,0.5819921037997404,0.6075044261447876
10732,8,7.488214,6.161647,5.837674,0.5845448466080247,0.6093878150209889
10733,9,7.414663,6.082469,5.779938,0.5906426297878438,0.6137854322754089
10734,10,7.50317,6.080545,5.779066,0.5907905919387292,0.6138517819393444
10735,11,7.146308,6.014578,5.733818,0.5958576078659319,0.6172918637886594
10736,12,7.313894,5.985806,5.711834,0.5980639351710544,0.6189612682730573
10737,13,6.734424,5.981938,5.708738,0.5983603749199662,0.6191962661046176
10738,14,7.954157,5.949296,5.688271,0.6008604167485483,0.6207491419978649
10739,15,6.808594,5.942086,5.682859,0.6014122409252951,0.6211595749715432
10740,1,7.359836,7.359836,6.477864,0.5011265413316534,0.5692217684395802
10741,2,11.237381,7.288817,6.455661,0.5066875215949038,0.5709095145673294
10742,3,7.058877,6.98301,6.384467,0.5304751779420301,0.576312696514343
10743,4,8.234109,6.678634,6.246725,0.5539022504406821,0.5867294694948689
10744,5,7.072053,6.430382,6.14616,0.572829530214166,0.5943040819107852
10745,6,11.699575,6.403997,6.1318,0.5748317914181745,0.59538358347085
10746,7,12.408957,6.36764,6.105962,0.5775878534774858,0.5973246144918668
10747,8,7.702052,6.323458,6.085099,0.5809325200359793,0.5988906707525599
10748,9,7.799012,6.219789,6.021513,0.5887608332289801,0.6036568691611599
10749,10,7.786212,6.093496,5.951231,0.5982604928006999,0.6089130706580612
10750,11,8.606649,6.031409,5.90396,0.6029157704727701,0.6124413236973184
10751,12,11.676198,6.010785,5.887587,0.6044599952293451,0.6136620714922123
10752,13,11.630055,6.003017,5.881714,0.6050413461944976,0.6140997894505016
10753,14,8.487627,5.877974,5.771567,0.6143784884374351,0.622293023079975
10754,15,8.322518,5.832289,5.734574,0.6177800204713226,0.6250378889661182
10755,1,7.408866,7.408866,6.50047,0.4658665843136596,0.5414029753048306
10756,2,13.665091,7.39455,6.475804,0.4670786590688398,0.5434164852827277
10757,3,7.249654,7.365805,6.473305,0.46951020226338713,0.5436203738510241
10758,4,12.281036,7.341365,6.466123,0.47157530992479785,0.5442062295557668
10759,5,11.165548,7.168677,6.35854,0.4861079839643127,0.5529626480740718
10760,6,11.235368,7.100522,6.308285,0.49181552838832976,0.5570405906573026
10761,7,7.618464,6.527401,6.022493,0.5392023718184072,0.5800824660423769
10762,8,7.40623,6.315239,5.917638,0.5564767779246129,0.58847357083016
10763,9,6.852134,6.232074,5.892727,0.5632097318477963,0.5904621806517133
10764,10,11.890149,6.204964,5.869709,0.565399894029186,0.5922980031090397
10765,11,6.555256,6.201012,5.867504,0.5657189783082941,0.5924737807720092
10766,12,11.282561,6.183806,5.856581,0.567107627587437,0.593344320902781
10767,13,7.176304,6.148783,5.841077,0.56993141670292,0.5945793374615013
10768,14,11.380442,6.127036,5.821524,0.5716829045900785,0.5961358531453521
10769,15,7.160381,6.119746,5.817063,0.5722697105143333,0.5964908090755335
10770,1,9.665367,9.665367,7.117555,0.29286386114523866,0.5080078051878711
10771,2,14.527774,9.628188,7.110293,0.2961910095439638,0.5085895786207921
10772,3,8.667402,8.498092,6.983151,0.39439147369022765,0.518749936355682
10773,4,9.020998,8.115084,6.884172,0.42654422734347297,0.5266268861393115
10774,5,8.693199,8.074797,6.87807,0.4298965826206818,0.5271115628975288
10775,6,14.109216,8.064448,6.872378,0.4307568539285508,0.5275635763768346
10776,7,9.004596,8.058987,6.869759,0.4312106593511489,0.5277715250361731
10777,8,7.972124,7.964545,6.857336,0.43904288607842973,0.5287576409049668
10778,9,8.887289,7.751016,6.809538,0.45664262496029057,0.5325476014700898
10779,10,9.98981,7.745752,6.806956,0.457074629815096,0.5327521436701401
10780,11,8.457205,7.698577,6.789668,0.4609422124696413,0.5341211787284558
10781,12,8.933091,7.587132,6.740928,0.47005077291327324,0.5379762702790607
10782,13,13.94495,7.577064,6.736236,0.47087171440394066,0.5383470246252108
10783,14,12.503412,7.55671,6.7264,0.47253040213738895,0.5391240450842897
10784,15,9.456121,7.546813,6.719454,0.47333645965460447,0.5396725956988665
10785,1,7.918013,7.918013,5.591233,0.43166941425086236,0.620108582238936
10786,2,8.726256,6.651512,5.522298,0.5363084213437351,0.6254442750378997
10787,3,12.312003,6.622175,5.512831,0.5386718213029507,0.6261759814468592
10788,4,7.375707,5.849893,5.31012,0.5999667864560234,0.6417824876141666
10789,5,8.645661,5.710336,5.226536,0.6108578558317707,0.6481836238677757
10790,6,6.743746,5.460757,5.086737,0.630196236143678,0.6588457309084398
10791,7,8.7112,5.423952,5.066856,0.6330330361042191,0.6603575174123412
10792,8,7.590964,5.364301,5.03035,0.6376225623553774,0.6631305906529474
10793,9,13.743334,5.362888,5.029082,0.6377311557317888,0.6632268429677078
10794,10,11.717404,5.352321,5.0196,0.6385430826420302,0.6639464659044366
10795,11,9.082158,5.33451,5.008296,0.6399108940238278,0.6648040350581457
10796,12,6.359729,5.082487,4.851986,0.6591690022918142,0.6766253595112104
10797,13,6.872801,5.018071,4.807241,0.6640624834094572,0.6799965955487677
10798,14,6.509567,4.953529,4.76043,0.6689537796031051,0.6835174295554722
10799,15,8.604564,4.940654,4.75409,0.6699280996399777,0.683993808386661
10800,1,11.08306,11.08306,6.565423,0.14979845524179203,0.5476947807553922
10801,2,8.255494,8.063422,6.369673,0.42531749713880407,0.5631808731403324
10802,3,7.75096,7.144945,6.085557,0.5011855349442268,0.5854622501742002
10803,4,9.056184,6.94474,6.020064,0.5173667907548637,0.5905659846654797
10804,5,7.46584,6.700797,5.90407,0.536919897736001,0.5995755667350434
10805,6,13.213956,6.698101,5.902944,0.5371350068061066,0.5996628415047836
10806,7,13.445426,6.688888,5.898597,0.5378699341345331,0.5999997384379095
10807,8,7.796109,6.595677,5.853687,0.5452914163704813,0.6034772167280653
10808,9,6.964993,6.137394,5.681007,0.5814141163145857,0.616795831623747
10809,10,7.65863,6.027971,5.615695,0.5899504498105229,0.6218116824350433
10810,11,7.662941,5.908029,5.542555,0.5992686817170343,0.6274146910340207
10811,12,7.677774,5.837283,5.49183,0.6047460091004913,0.6312918784778018
10812,13,10.586664,5.80206,5.465312,0.6074678492472155,0.6333159658406625
10813,14,7.397118,5.727863,5.410115,0.6131900804735934,0.6375228668720321
10814,15,8.230182,5.687081,5.383387,0.6163287575788462,0.6395569536084101
10815,1,6.908827,6.908827,6.118085,0.49572940821096695,0.5622597461437362
10816,2,13.399927,6.863923,6.098768,0.49956601191789646,0.5638583691021538
10817,3,14.360436,6.861621,6.097258,0.499762499737941,0.5639832803929196
10818,4,11.779196,6.836265,6.089332,0.5019255108984338,0.5646388164258148
10819,5,7.43416,6.816129,6.08719,0.5036415878054384,0.5648159391238322
10820,6,11.216379,6.809009,6.083931,0.5042480385910362,0.5650853977238289
10821,7,13.227463,6.808288,6.083492,0.5043094401718434,0.5651216921543619
10822,8,14.4588,6.800077,6.079209,0.5050085721690116,0.5654757566675648
10823,9,9.085144,6.783095,6.074763,0.5064537563733619,0.5658432316197523
10824,10,15.72824,6.783095,6.074763,0.5064537563733619,0.5658432316197523
10825,11,14.159703,6.782788,6.074617,0.5064798729260225,0.5658552978369865
10826,12,13.203562,6.776773,6.071652,0.5069915026589292,0.566100325933275
10827,13,10.364076,6.755898,6.064902,0.5087661127882764,0.5666580384047805
10828,14,15.352407,6.75535,6.064576,0.5088126781536202,0.5666849700302463
10829,15,11.780059,6.728677,6.052817,0.5110778864381613,0.5676561733331494
10830,1,9.946481,9.946481,6.74787,0.3137101668038288,0.5631998786669886
10831,2,9.892468,8.682284,6.397436,0.41581007947958676,0.5889142603615112
10832,3,10.927,8.370625,6.32952,0.44022118946165506,0.5938648095043125
10833,4,8.557602,6.928948,6.040371,0.5497995586714907,0.6148226275403667
10834,5,11.599968,6.904311,6.025837,0.551627343025121,0.6158710042992294
10835,6,9.658991,6.779562,5.95397,0.5608601759936483,0.6210478676890547
10836,7,12.524958,6.74243,5.928248,0.5636012555755964,0.6228978578588581
10837,8,12.431599,6.717678,5.91369,0.5654266407210713,0.6239442362026307
10838,9,9.743915,6.624834,5.864099,0.5722607808941145,0.6275050362780644
10839,10,11.393176,6.606652,5.853701,0.5735967717784263,0.6282509364325889
10840,11,11.101366,6.597517,5.847561,0.5742677085199942,0.6286912733929483
10841,12,13.577823,6.530756,5.799753,0.579165177067618,0.6321169393639927
10842,13,13.049184,6.503304,5.781318,0.5811759930069156,0.6334365023391779
10843,14,10.554428,6.45461,5.74755,0.5847384407624298,0.635851583017303
10844,15,14.937144,6.454242,5.747341,0.5847653426334173,0.635866522574693
10845,1,8.152041,8.152041,6.38433,0.42039704636414843,0.5638176248611928
10846,2,6.89488,6.78216,6.191015,0.5323679140626193,0.5789368958578989
10847,3,13.344737,6.756707,6.181564,0.5343937569793503,0.5796733690878452
10848,4,8.540867,6.610654,6.134538,0.5459818996434687,0.5833341741533655
10849,5,12.965243,6.587158,6.122151,0.5478403568346251,0.5842974291400995
10850,6,12.381453,6.566379,6.111241,0.549482584026049,0.5851454728830137
10851,7,12.834317,6.559294,6.106613,0.5500422492369865,0.5855051110179862
10852,8,7.836561,6.371803,6.009267,0.5648005653968283,0.5930559695761329
10853,9,7.998861,6.262214,5.936546,0.5733806289865662,0.598679566555197
10854,10,9.760754,6.229137,5.917723,0.5759636804983254,0.6001327853474705
10855,11,13.353251,6.22491,5.915116,0.5762935541642392,0.600333980049001
10856,12,7.094731,6.175246,5.891148,0.5801655624402012,0.6021828258169449
10857,13,12.770405,6.16975,5.886978,0.5805936283569522,0.6025043296514102
10858,14,6.498453,6.102384,5.853406,0.5858336909545087,0.605090957400996
10859,15,6.930881,6.081563,5.841768,0.5874506899351797,0.6059869070589688
10860,1,7.017442,7.017442,4.831504,0.48770649054743065,0.6668578049866698
10861,2,6.905988,6.938475,4.821443,0.4944584228924761,0.6676468573368416
10862,3,6.979335,6.86663,4.810297,0.5005819468241062,0.6685206323501557
10863,4,7.195619,6.306375,4.641701,0.547715654543361,0.6816899823750432
10864,5,7.380942,6.118176,4.58193,0.5633097087000225,0.686337404834236
10865,6,6.632005,6.057552,4.558723,0.5683080095022724,0.6881388155768394
10866,7,7.298471,5.955018,4.515874,0.5767342470538295,0.6914604649452372
10867,8,7.194665,5.94291,4.510902,0.5777270143737199,0.6918455203419696
10868,9,9.95898,5.91484,4.499616,0.5800267125966798,0.6927192737230643
10869,10,7.227342,5.804882,4.45487,0.589010639782337,0.6961795336096518
10870,11,9.188557,5.773963,4.441473,0.5915297787586721,0.6972143142126092
10871,12,9.916684,5.758335,4.434294,0.5928019040872085,0.6977685858135549
10872,13,9.127672,5.751143,4.430709,0.593387071381467,0.6980453134611554
10873,14,5.549876,5.751143,4.430709,0.593387071381467,0.6980453134611554
10874,15,8.281054,5.719355,4.417015,0.5959714651433776,0.6991019866528866
10875,1,8.108581,8.108581,6.990477,0.4495625014999745,0.5363249849194714
10876,2,8.933951,7.600514,6.846995,0.4894066218428761,0.5472200811805216
10877,3,7.83788,7.086009,6.653481,0.5290417278648606,0.5618318427998987
10878,4,7.793882,7.020708,6.619592,0.5340227397150354,0.5643810562108845
10879,5,7.585984,6.626258,6.470332,0.5638798498269306,0.5755747524650529
10880,6,11.676592,6.6225,6.467462,0.5641624217486948,0.5757894457956595
10881,7,14.020616,6.616318,6.462865,0.5646271827066965,0.5761332867265789
10882,8,11.840005,6.596389,6.448049,0.5661247906622644,0.5772411208719982
10883,9,8.412918,6.546688,6.413326,0.5698553740537892,0.5798353342435931
10884,10,14.141933,6.542343,6.409415,0.5701812202749664,0.5801273452444128
10885,11,14.043488,6.538171,6.405848,0.5704940485404507,0.5803936389473053
10886,12,7.560867,6.463833,6.355079,0.5760608877570519,0.584180392469366
10887,13,8.457112,6.460834,6.35377,0.5762851824094217,0.5842779441836453
10888,14,11.749847,6.446737,6.342165,0.577339196680736,0.5851426092467769
10889,15,9.739249,6.421463,6.322858,0.5792276722235954,0.5865804016926621
10890,1,7.599093,7.599093,5.948661,0.46540941491476645,0.5971033167635134
10891,2,7.86612,6.979008,5.806659,0.515837179797588,0.6080676974156893
10892,3,7.437122,6.962052,5.802467,0.5171995428538241,0.6083905248000069
10893,4,8.390782,6.717667,5.688582,0.5367402264080542,0.6171422825341487
10894,5,6.970036,6.714353,5.687424,0.5370039994598184,0.6172310880612523
10895,6,5.981389,6.691932,5.679541,0.5387877231280054,0.6178355270378315
10896,7,6.949149,6.691213,5.679335,0.5388448995433709,0.6178513200537655
10897,8,6.985834,6.652984,5.667312,0.5418827800638834,0.6187728624823681
10898,9,7.633315,6.460693,5.583636,0.5570990164602232,0.625175473255342
10899,10,7.04028,6.417801,5.566915,0.5604786017381236,0.626452602804083
10900,11,6.459975,6.412463,5.564713,0.5608988300229334,0.6266207316863623
10901,12,5.546101,6.412302,5.564613,0.5609115033091628,0.626628366651237
10902,13,7.398283,6.324747,5.547341,0.5677925392486088,0.6279466661208832
10903,14,13.17324,6.321164,5.545274,0.5680736662513721,0.6281043767450233
10904,15,6.677547,6.321164,5.545274,0.5680736662513721,0.6281043767450233
10905,1,6.893127,6.893127,6.383076,0.5155311258115336,0.5567487848389526
10906,2,6.470872,6.099305,5.910382,0.5793407092456159,0.5942499052679578
10907,3,7.276865,5.92643,5.80341,0.5929874997013336,0.6026456690850172
10908,4,11.315441,5.898598,5.785219,0.5951764087908176,0.6040701002690404
10909,5,9.848766,5.853613,5.751393,0.5987095913837039,0.6067162723583815
10910,6,6.953636,5.732277,5.663229,0.608210234487329,0.6135977230144782
10911,7,8.02708,5.669045,5.613726,0.6131444580125055,0.6174517566687163
10912,8,7.257147,5.584996,5.522825,0.6196852867487667,0.6245104781169319
10913,9,9.346006,5.56966,5.509885,0.6208765688740047,0.6255133787445184
